Câmpus;Curso;Cotas;Forma de ingresso;Numero de pessoas;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);36;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);17;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;53;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);24;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Compulsória;2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);16;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Facultativa;17;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Intercampi;13;
São Miguel Paulista;Cursos Anuais - 2022;O;Ausência de dados;6;
São Miguel Paulista;Cursos Anuais - 2022;N;Ampla Concorrência (Geral);128;
São Miguel Paulista;Cursos Anuais - 2022;N;Ampla Concorrência (Vestibular);2;
São Miguel Paulista;Cursos Anuais - 2022;O;Convênio;1;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública;32;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + PCD;2;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + PPI;24;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + PPI + PCD;1;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + Renda;35;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + Renda + PCD;3;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI;21;
São Miguel Paulista;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI + PCD;2;
São Miguel Paulista;Cursos Anuais - 2022;N;Processo Seletivo Simplificado - Ampla Concorrência;39;
São Miguel Paulista;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública (L3);9;
São Miguel Paulista;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);7;
São Miguel Paulista;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);8;
São Miguel Paulista;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda/Deficiência (L5);1;
São Miguel Paulista;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);6;
São Miguel Paulista;Cursos Anuais - 2022;O;Transferência Facultativa;1;
São Miguel Paulista;Cursos Anuais - 2023;O;Ausência de dados;1;
São Miguel Paulista;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);153;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública;41;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + PCD;4;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + PPI;32;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + PPI + PCD;1;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + Renda;46;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + Renda + PCD;3;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;28;
São Miguel Paulista;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI + PCD;2;
São Miguel Paulista;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;2;
São Miguel Paulista;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
São Paulo;Cursos Anuais - 2022;N;Ampla Concorrência (Geral);570;
São Paulo;Cursos Anuais - 2022;N;Ampla Concorrência (Vestibular);97;
São Paulo;Cursos Anuais - 2022;S;Escola Pública;77;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + PCD;1;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + PPI;49;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + Renda;72;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + Renda + PCD;7;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI;61;
São Paulo;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI + PCD;3;
São Paulo;Cursos Anuais - 2022;N;Processo Seletivo Simplificado - Ampla Concorrência;149;
São Paulo;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública (L3);41;
São Paulo;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);19;
São Paulo;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);26;
São Paulo;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);22;
São Paulo;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia/Deficiência (L7);1;
São Paulo;Cursos Anuais - 2022;O;Transferência Compulsória;18;
São Paulo;Cursos Anuais - 2022;O;Transferência de Curso (Interno - mesmo campus);9;
São Paulo;Cursos Anuais - 2022;O;Transferência Facultativa;9;
São Paulo;Cursos Anuais - 2022;O;Transferência Intercampi;7;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);282;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);38;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública;48;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + PPI;31;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda;33;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda + PCD;2;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI;24;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;1;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;94;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);3;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);1;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);3;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);5;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);1;
São Paulo;Cursos Semestrais 2022 - Primeiro Semestre;O;Transferência Facultativa;1;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);284;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);20;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública;46;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + PPI;35;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda;39;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PCD;3;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI;25;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;1;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;109;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);4;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);2;
São Paulo;Cursos Semestrais 2023 - Primeiro Semestre;O;Transferência Facultativa;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);802;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);117;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência SISU;735;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Cursos de Extensão - Candidatos Pretos, Pardos ou Indígenas;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Edital de Seleção - Aluno especial / Não regular;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública;195;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PCD;14;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PPI;102;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PPI + PCD;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda;147;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda + PCD;15;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI;102;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;5;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Ingresso de portador de diploma de graduação;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;302;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Ingresso pós-graduação: pessoa com deficiência;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;72;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Intercâmbio;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado;92;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;518;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);22;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);18;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);16;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Reingresso;12;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Reopção;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Seleção Geral Graduação (SiSU);634;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);226;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);24;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);15;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);136;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;272;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);166;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);17;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Compulsória;38;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);32;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Facultativa;27;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Intercampi;28;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);611;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);54;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência SISU;878;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Cursos de Extensão - Candidatos Pretos, Pardos ou Indígenas;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Edital de Seleção - Aluno especial / Não regular;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública;144;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PCD;11;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PPI;66;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PPI + PCD;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda;122;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda + PCD;9;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI;70;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Ingresso de portador de diploma de graduação;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;406;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: pessoa com deficiência;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;74;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Intercâmbio;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado;47;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;380;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);14;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);7;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);11;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reingresso;7;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reopção;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Seleção Geral Graduação (SiSU);373;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);238;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);6;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);15;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);10;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);156;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;297;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);189;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);15;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Compulsória;29;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);27;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Facultativa;18;
São Paulo;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Intercampi;29;
São Paulo;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);678;
São Paulo;Cursos Anuais - 2023;N;Ampla Concorrência (Vestibular);50;
São Paulo;Cursos Anuais - 2023;S;Escola Pública;106;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + PCD;1;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + PPI;74;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + Renda;96;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + Renda + PCD;8;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;84;
São Paulo;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI + PCD;4;
São Paulo;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;50;
São Paulo;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública (L3);12;
São Paulo;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);9;
São Paulo;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);9;
São Paulo;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);9;
São Paulo;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia/Deficiência (L7);1;
São Paulo;Cursos Anuais - 2023;O;Transferência Compulsória;20;
São Paulo;Cursos Anuais - 2023;O;Transferência de Curso (Interno - mesmo campus);9;
São Paulo;Cursos Anuais - 2023;O;Transferência Facultativa;15;
São Paulo;Cursos Anuais - 2023;O;Transferência Intercampi;7;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);284;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);27;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública;47;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + PPI;26;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda;33;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PCD;1;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;21;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;1;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;110;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);3;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);5;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);2;
São Paulo;Cursos Semestrais 2022 - Segundo Semestre;O;Transferência Facultativa;2;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);284;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);12;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública;36;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + PPI;29;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda;29;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PCD;3;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;19;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;1;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;167;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);2;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);2;
São Paulo;Cursos Semestrais 2023 - Segundo Semestre;O;Transferência Facultativa;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);720;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);80;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência SISU;686;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Cursos de Extensão - Candidatos Pretos, Pardos ou Indígenas;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Edital de Seleção - Aluno especial / Não regular;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública;177;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PCD;13;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PPI;84;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PPI + PCD;2;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda;139;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PCD;13;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;90;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;4;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;347;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Ingresso pós-graduação: pessoa com deficiência;3;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;83;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Intercâmbio;1;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado;63;
São Paulo;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;507;
